OBJECTID,Shape,Join_Count,TARGET_FID,PIN,PIN2,PTRACT2,GPIN,Parcel_Tex,Parts,SUB_NAME,DEED_AC,ACTIVE,EXPIRY,Last,ACC_NO,class,TCSD,SHARE_TC,EDITDATE,EDITBY,EDITTYPE,TRANSACTIO,TRANSACT_1,TRATE_ID,YearFor,Fire_Dist,Calc_Acrea,Parcel_Not,TAZ_Model_,Possible_Z,Common_Nam,Common_N_1,GPS_Y_N,GPS_Year,Calc_Acr_1,Calc_Acr_2,Data_year,ORIG_FID,AccountNumber,TaxMap,GPIN,LUC_2022,Total Land,Land Unit Type,CurYr_LandMarketValue,CurYr_LandUseValue,CurYr_AgricultCredit,CurYr_BuildingValue,CurYr_SFYIValue,CurYr_MarketValue,PrevYr_LandMarketValue,PrevYr_LandUseValue,PrevYr_agricultCredit,PrevYr_BuildingValue,PrevYr_SFYIValue,PrevYr_MarketValue,Description,Full description,UserAccoun,LandUseCod2018
556,Point,1,558,58 54 1 6 0,58-54-1-6-0,58-32-3-50-0,7725-16-5312,5312,1,Mosaic at West Creek Sec I,0.087,11/22/2019,12/30/1899, ,20377,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.086777, , ,23238, , , , ,0.000223,0,2022,14291,20377,58-54-1-6-0,7725-16-5312,SNGL FAM URB,0.087,AC,105000,0,105000,281400,0,386400,95000,0,95000,273400,0,368400,RPUD,RES/PUD,7725-16-6436,40 - COMM & IND
557,Point,1,559,58 54 1 9 0,58-54-1-9-0,58-32-3-50-0,7725-16-6217,6217,1,Mosaic at West Creek Sec I,0.088,11/22/2019,12/30/1899, ,20380,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.087827, , ,23238, , , , ,0.000173,0,2022,14292,20380,58-54-1-9-0,7725-16-6217,SNGL FAM URB,0.088,AC,105000,0,105000,283300,0,388300,95000,0,95000,274500,0,369500,RPUD,RES/PUD,7725-16-8309,40 - COMM & IND
558,Point,1,560,58 54 1 16 0,58-54-1-16-0,58-32-3-50-0,7725-16-4130,4130,1,Mosaic at West Creek Sec I,0.092,11/22/2019,12/30/1899, ,20387,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.091812, , ,23238, , , , ,0.000188,0,2022,14293,20387,58-54-1-16-0,7725-16-4130,SNGL FAM URB,0.092,AC,105000,0,105000,277600,0,382600,95000,0,95000,259700,0,354700,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
559,Point,1,561,58 54 1 21 0,58-54-1-21-0,58-32-3-50-0,7725-16-3224,3224,1,Mosaic at West Creek Sec I,0.093,11/22/2019,12/30/1899, ,20392,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.092467, , ,23238, , , , ,0.000533,0,2022,14294,20392,58-54-1-21-0,7725-16-3224,SNGL FAM URB,0.093,AC,105000,0,105000,311000,0,416000,95000,0,95000,299900,0,394900,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
560,Point,1,562,58 54 1 2 0,58-54-1-2-0,58-32-3-50-0,7725-16-4402,4402,1,Mosaic at West Creek Sec I,0.093,11/22/2019,12/30/1899, ,20373,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.092768, , ,23238, , , , ,0.000232,0,2022,14295,20373,58-54-1-2-0,7725-16-4402,SNGL FAM URB,0.093,AC,105000,0,105000,276700,0,381700,95000,0,95000,268900,0,363900,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
561,Point,1,563,58 54 1 12 0,58-54-1-12-0,58-32-3-50-0,7725-16-6018,6018,1,Mosaic at West Creek Sec I,0.1,11/22/2019,12/30/1899, ,20383,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.099811, , ,23238, , , , ,0.000189,0,2022,14296,20383,58-54-1-12-0,7725-16-6018,SNGL FAM URB,0.1,AC,105000,0,105000,301200,0,406200,95000,0,95000,293000,0,388000,RPUD,RES/PUD,7725-15-6921,40 - COMM & IND
562,Point,1,564,58 54 1 13 0,58-54-1-13-0,58-32-3-50-0,7725-16-5086,5086,1,Mosaic at West Creek Sec I,0.1,11/22/2019,12/30/1899, ,20384,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.09981, , ,23238, , , , ,0.00019,0,2022,14297,20384,58-54-1-13-0,7725-16-5086,SNGL FAM URB,0.1,AC,105000,0,105000,317400,0,422400,95000,0,95000,285300,0,380300,RPUD,RES/PUD,7725-15-6921,40 - COMM & IND
563,Point,1,565,58 54 1 3 0,58-54-1-3-0,58-32-3-50-0,7725-16-4420,4420,1,Mosaic at West Creek Sec I,0.102,11/22/2019,12/30/1899, ,20374,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.102434, , ,23238, , , , ,-0.000434,0,2022,14298,20374,58-54-1-3-0,7725-16-4420,SNGL FAM URB,0.102,AC,105000,0,105000,305600,0,410600,95000,0,95000,297600,0,392600,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
564,Point,1,566,58 54 1 20 0,58-54-1-20-0,58-32-3-50-0,7725-16-3242,3242,1,Mosaic at West Creek Sec I,0.107,11/22/2019,12/30/1899, ,20391,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.10664, , ,23238, , , , ,0.00036,0,2022,14299,20391,58-54-1-20-0,7725-16-3242,SNGL FAM URB,0.107,AC,105000,0,105000,315500,0,420500,95000,0,95000,307100,0,402100,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
565,Point,1,567,58 54 1 19 0,58-54-1-19-0,58-32-3-50-0,7725-16-3260,3260,1,Mosaic at West Creek Sec I,0.107,11/22/2019,12/30/1899, ,20390,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.106714, , ,23238, , , , ,0.000286,0,2022,14300,20390,58-54-1-19-0,7725-16-3260,SNGL FAM URB,0.107,AC,105000,0,105000,311000,0,416000,95000,0,95000,301900,0,396900,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
566,Point,1,568,58 54 1 15 0,58-54-1-15-0,58-32-3-50-0,7725-16-4067,4067,1,Mosaic at West Creek Sec I,0.132,11/22/2019,12/30/1899, ,20386,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.132049, , ,23238, , , , ,-0.000049,0,2022,14301,20386,58-54-1-15-0,7725-16-4067,SNGL FAM URB,0.132,AC,115500,0,115500,304000,0,419500,104500,0,104500,296300,0,400800,RPUD,RES/PUD,7725-15-4957,40 - COMM & IND
567,Point,1,569,58 54 1 7 0,58-54-1-7-0,58-32-3-50-0,7725-16-5330,5330,1,Mosaic at West Creek Sec I,0.136,11/22/2019,12/30/1899, ,20378,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.136292, , ,23238, , , , ,-0.000292,0,2022,14302,20378,58-54-1-7-0,7725-16-5330,SNGL FAM URB,0.136,AC,115500,0,115500,302900,0,418400,104500,0,104500,294900,0,399400,RPUD,RES/PUD,7725-16-6436,40 - COMM & IND
568,Point,1,570,58 54 1 5 0,58-54-1-5-0,58-32-3-50-0,7725-16-4385,4385,1,Mosaic at West Creek Sec I,0.136,11/22/2019,12/30/1899, ,20376,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.136364, , ,23238, , , , ,-0.000364,0,2022,14303,20376,58-54-1-5-0,7725-16-4385,SNGL FAM URB,0.136,AC,115500,0,115500,350000,0,465500,104500,0,104500,335400,0,439900,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
569,Point,1,571,58 54 1 4 0,58-54-1-4-0,58-32-3-50-0,7725-16-4358,4358,1,Mosaic at West Creek Sec I,0.137,11/22/2019,12/30/1899, ,20375,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.137274, , ,23238, , , , ,-0.000274,0,2022,14304,20375,58-54-1-4-0,7725-16-4358,SNGL FAM URB,0.137,AC,115500,0,115500,316700,0,432200,104500,0,104500,307400,0,411900,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
570,Point,1,572,58 54 1 10 0,58-54-1-10-0,58-32-3-50-0,7725-16-6244,6244,1,Mosaic at West Creek Sec I,0.146,11/22/2019,12/30/1899, ,20381,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.145676, , ,23238, , , , ,0.000324,0,2022,14305,20381,58-54-1-10-0,7725-16-6244,SNGL FAM URB,0.146,AC,115500,0,115500,298400,0,413900,104500,0,104500,291100,0,395600,RPUD,RES/PUD,7725-16-8309,40 - COMM & IND
571,Point,1,573,58 54 1 8 0,58-54-1-8-0,58-32-3-50-0,7725-16-5288,5288,1,Mosaic at West Creek Sec I,0.154,11/22/2019,12/30/1899, ,20379,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.153782, , ,23238, , , , ,0.000218,0,2022,14306,20379,58-54-1-8-0,7725-16-5288,SNGL FAM URB,0.154,AC,115500,0,115500,330900,0,446400,104500,0,104500,320000,0,424500,RPUD,RES/PUD,7725-16-8309,40 - COMM & IND
572,Point,1,574,58 54 1 14 0,58-54-1-14-0,58-32-3-50-0,7725-16-5055,5055,1,Mosaic at West Creek Sec I,0.157,11/22/2019,12/30/1899, ,20385,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.1573, , ,23238, , , , ,-0.0003,0,2022,14307,20385,58-54-1-14-0,7725-16-5055,SNGL FAM URB,0.157,AC,115500,0,115500,337500,0,453000,104500,0,104500,324600,0,429100,RPUD,RES/PUD,7725-15-6921,40 - COMM & IND
573,Point,1,575,58 54 1 11 0,58-54-1-11-0,58-32-3-50-0,7725-16-6140,6140,1,Mosaic at West Creek Sec I,0.157,11/22/2019,12/30/1899, ,20382,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.157479, , ,23238, , , , ,-0.000479,0,2022,14308,20382,58-54-1-11-0,7725-16-6140,SNGL FAM URB,0.157,AC,115500,0,115500,317400,0,432900,104500,0,104500,285300,0,389800,RPUD,RES/PUD,7725-16-8309,40 - COMM & IND
574,Point,1,576,58 54 1 18 0,58-54-1-18-0,58-32-3-50-0,7725-16-3187,3187,1,Mosaic at West Creek Sec I,0.16,11/22/2019,12/30/1899, ,20389,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.160116, , ,23238, , , , ,-0.000116,0,2022,14309,20389,58-54-1-18-0,7725-16-3187,SNGL FAM URB,0.16,AC,115500,0,115500,310600,0,426100,104500,0,104500,299200,0,403700,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
575,Point,1,577,58 54 1 17 0,58-54-1-17-0,58-32-3-50-0,7725-16-4113,4113,1,Mosaic at West Creek Sec I,0.165,11/22/2019,12/30/1899, ,20388,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.164594, , ,23238, , , , ,0.000406,0,2022,14310,20388,58-54-1-17-0,7725-16-4113,SNGL FAM URB,0.165,AC,115500,0,115500,315700,0,431200,104500,0,104500,307100,0,411600,RPUD,RES/PUD,7725-15-0818,40 - COMM & IND
576,Point,1,578,58 54 1 1 0,58-54-1-1-0,58-32-3-50-0,7725-16-3466,3466,1,Mosaic at West Creek Sec I,0.253,11/22/2019,12/30/1899, ,20372,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.253747, , ,23238, , , , ,-0.000747,0,2022,14311,20372,58-54-1-1-0,7725-16-3466,SNGL FAM URB,0.253,AC,127100,0,127100,306800,0,433900,115000,0,115000,298400,0,413400,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
577,Point,1,579,58 54 1 22 0,58-54-1-22-0,58-32-3-50-0,7725-16-2278,2278,1,Mosaic at West Creek Sec I,0.268,11/22/2019,12/30/1899, ,20393,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.267726, , ,23238, , , , ,0.000274,0,2022,14312,20393,58-54-1-22-0,7725-16-2278,SNGL FAM URB,0.268,AC,127100,0,127100,345200,0,472300,115000,0,115000,332200,0,447200,RPUD,RES/PUD,7725-16-1563,40 - COMM & IND
578,Point,1,580,58-54-0-1-0,58-54-1-37-0,58-32-3-50-0,7725-05-9391,9391,1,Mosaic at West Creek Sec I,0.175,11/22/2019,12/30/1899, ,20408,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.174922, , ,23238, , , , ,0.000078,0,2022,14313,20408,58-54-1-37-0,7725-05-9391,SNGL FAM URB,0.175,AC,145000,0,145000,313100,0,458100,135000,0,135000,303000,0,438000,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
579,Point,1,581,58-54-0-1-0,58-54-1-49-0,58-32-3-50-0,7725-04-7548,7548,1,Mosaic at West Creek Sec I,0.179,11/22/2019,12/30/1899, ,20420,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.179064, , ,23238, , , , ,-0.000064,0,2022,14314,20420,58-54-1-49-0,7725-04-7548,SNGL FAM URB,0.179,AC,145000,0,145000,365000,0,510000,135000,0,135000,349900,0,484900,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
580,Point,1,582,58-54-0-1-0,58-54-1-38-0,58-32-3-50-0,7725-05-9257,9257,1,Mosaic at West Creek Sec I,0.193,11/22/2019,12/30/1899, ,20409,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.193382, , ,23238, , , , ,-0.000382,0,2022,14315,20409,58-54-1-38-0,7725-05-9257,SNGL FAM URB,0.193,AC,145000,0,145000,308700,0,453700,135000,0,135000,298600,0,433600,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
581,Point,1,583,58-54-0-1-0,58-54-1-48-0,58-32-3-50-0,7725-04-7664,7664,1,Mosaic at West Creek Sec I,0.211,11/22/2019,12/30/1899, ,20419,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.211146, , ,23238, , , , ,-0.000146,0,2022,14316,20419,58-54-1-48-0,7725-04-7664,SNGL FAM URB,0.211,AC,145000,0,145000,0,0,145000,135000,0,135000,0,0,135000,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
582,Point,1,584,58-54-0-1-0,58-54-1-39-0,58-32-3-50-0,7725-05-9203,9203,1,Mosaic at West Creek Sec I,0.222,11/22/2019,12/30/1899, ,20410,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.221451, , ,23238, , , , ,0.000549,0,2022,14317,20410,58-54-1-39-0,7725-05-9203,SNGL FAM URB,0.222,AC,145000,0,145000,308700,0,453700,135000,0,135000,298600,0,433600,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
583,Point,1,585,58-54-0-1-0,58-54-1-47-0,58-32-3-50-0,7725-04-7780,7780,1,Mosaic at West Creek Sec I,0.235,11/22/2019,12/30/1899, ,20418,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.235022, , ,23238, , , , ,-0.000022,0,2022,14318,20418,58-54-1-47-0,7725-04-7780,SNGL FAM URB,0.235,AC,145000,0,145000,503500,0,648500,135000,0,135000,0,0,135000,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
584,Point,1,586,58-54-0-1-0,58-54-1-46-0,58-32-3-50-0,7725-04-7796,7796,1,Mosaic at West Creek Sec I,0.243,11/22/2019,12/30/1899, ,20417,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.243456, , ,23238, , , , ,-0.000456,0,2022,14319,20417,58-54-1-46-0,7725-04-7796,SNGL FAM URB,0.243,AC,145000,0,145000,409000,0,554000,135000,0,135000,401700,0,536700,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
585,Point,1,587,58-54-0-1-0,58-54-1-43-0,58-32-3-50-0,7725-04-8907,8907,1,Mosaic at West Creek Sec I,0.245,11/22/2019,12/30/1899, ,20414,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.245477, , ,23238, , , , ,-0.000477,0,2022,14320,20414,58-54-1-43-0,7725-04-8907,SNGL FAM URB,0.245,AC,145000,0,145000,457600,0,602600,135000,0,135000,441800,0,576800,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
586,Point,1,588,58-54-0-1-0,58-54-1-40-0,58-32-3-50-0,7725-05-8148,8148,1,Mosaic at West Creek Sec I,0.248,11/22/2019,12/30/1899, ,20411,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.247774, , ,23238, , , , ,0.000226,0,2022,14321,20411,58-54-1-40-0,7725-05-8148,SNGL FAM URB,0.248,AC,145000,0,145000,363200,0,508200,135000,0,135000,350400,0,485400,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
587,Point,1,589,58-54-0-1-0,58-54-1-44-0,58-32-3-50-0,7725-04-8900,8900,1,Mosaic at West Creek Sec I,0.255,11/22/2019,12/30/1899, ,20415,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.254876, , ,23238, , , , ,0.000124,0,2022,14322,20415,58-54-1-44-0,7725-04-8900,SNGL FAM URB,0.255,AC,145000,0,145000,645500,0,790500,135000,0,135000,0,0,135000,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
588,Point,1,590,58-54-0-1-0,58-54-1-41-0,58-32-3-50-0,7725-05-8112,8112,1,Mosaic at West Creek Sec I,0.276,11/22/2019,12/30/1899, ,20412,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.275334, , ,23238, , , , ,0.000666,0,2022,14323,20412,58-54-1-41-0,7725-05-8112,SNGL FAM URB,0.276,AC,145000,0,145000,298700,0,443700,135000,0,135000,289000,0,424000,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
589,Point,1,591,58-54-0-1-0,58-54-1-45-0,58-32-3-50-0,7725-04-8813,8813,1,Mosaic at West Creek Sec I,0.277,11/22/2019,12/30/1899, ,20416,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.276885, , ,23238, , , , ,0.000115,0,2022,14324,20416,58-54-1-45-0,7725-04-8813,SNGL FAM URB,0.277,AC,145000,0,145000,559500,0,704500,135000,0,135000,537800,0,672800,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
590,Point,1,592,58-54-0-1-0,58-54-1-42-0,58-32-3-50-0,7725-05-7094,7094,1,Mosaic at West Creek Sec I,0.285,11/22/2019,12/30/1899, ,20413,0,Yes,Yes,12/4/2019,JDW,0, ,0, , ,3,0.284401, , ,23238, , , , ,0.000599,0,2022,14325,20413,58-54-1-42-0,7725-05-7094,SNGL FAM URB,0.285,AC,145000,0,145000,439100,0,584100,135000,0,135000,435100,0,570100,RPUD,RES/PUD,7725-04-7895,40 - COMM & IND
591,Point,1,593,58  54     1,58-54-1-1-RW,58-32-3-50-0,7725-15-3840,3840,1,Mosaic at West Creek Sec I,4.204,11/22/2019,<Null>,7725-16-1563,20433,2,Yes,Yes,12/4/2019,JDW,0, ,0,117196383752037_TRATE, ,3,4.202164, , ,0, , , , ,0.001836,0,2022,14326,20433,58-54-1-1-RW,7725-15-3840,SNGL FAM URB,4.204,AC,18500,0,18500,0,0,18500,16800,0,16800,0,0,16800,RPUD,RES/PUD,7725-15-4957,40 - COMM & IND
592,Point,1,594,30   1    25A,30-1-0-25-A,30-1-0-25-0,6759-40-1167,1167,2, ,0,3/8/2019,<Null>, ,20438,2,No,No,12/19/2019,JDW,0, ,0,116543553790229_TRATE, ,5,0.001545,CEMETERY,647,0, , , , ,-0.001545,0,2022,14328,20438,30-1-0-25-A,6759-40-1167,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,6758-49-0871,20 - SNGL FAM SUB
593,Point,1,595, 44   1    28D,44-1-0-28-D,44-1-0-28-D,6787-02-0910,910,1, ,2.405,12/16/2019,<Null>,6787-02-0971,14875,2,No,No,12/19/2019,JDW,0, ,0,116801453772875_TRATE, ,2,2.405113, ,649,23039, , , , ,-0.000113,0,2022,14330,14875,44-1-0-28-D,6787-02-0910,SNGL FAM SUB,2.405,AC,89500,0,89500,133400,1500,224400,79900,0,79900,105600,1500,187000,A2,AG/LTD,6787-02-0971,20 - SNGL FAM SUB
594,Point,1,596, 58   16    1,58-16-0-1-0,58-1-0-78-0,7726-05-4168,4168,1,Parke View,0.593,12/11/2019,<Null>,7726-05-3101,9369,2,Yes,No,12/19/2019,JDW,0, ,0,117204063765192_TRATE, ,3,0.593044, ,656,23103, , , , ,-0.000044,0,2022,14331,9369,58-16-0-1-0,7726-05-4168,SNGL FAM SUB,0.593,AC,163800,0,163800,171200,900,335900,157500,0,157500,143700,900,302100,RN,RESIDEN,7726-05-4109,20 - SNGL FAM SUB
595,Point,1,597, 58   16    B,58-16-0-B-0,58-1-0-78-0,7726-05-3041,3041,1,Parke View,0.826,12/11/2019,<Null>,7726-05-3281,20342,2,Yes,No,12/19/2019,JDW,0, ,0,117204063765192_TRATE, ,3,0.826347, ,656,0, , , , ,-0.000347,0,2022,14332,20342,58-16-0-B-0,7726-05-3041,Cmn Area/Open Spc,0.826,AC,0,0,0,0,0,0,0,0,0,0,0,0,RN,RESIDEN,7726-05-2077,20 - SNGL FAM SUB
596,Point,1,598,58   1    87R,58-16-0-6-R,58-1-0-87-0,7726-05-2298,2298,1,Parke View,0.581,12/11/2019,<Null>, ,20445,5,Yes,No,12/19/2019,JDW,0, ,0,117198683765163_TRATE, ,3,0.580883, ,656,0, , , , ,0.000117,0,2022,14333,20445,58-16-0-6-R,7726-05-2298,Roads,0.581,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7716-95-8155,80 - NOT TAXABLE
597,Point,1,599, 58   16    5,58-16-0-5-0,58-1-0-78-0,7726-05-0099,99,1,Parke View,0.427,12/11/2019,<Null>,7726-05-3281,20341,2,Yes,No,12/19/2019,JDW,0, ,0,117204063765192_TRATE, ,3,0.427267, ,656,0, , , , ,-0.000267,0,2022,14334,20341,58-16-0-5-0,7726-05-0099,SNGL FAM SUB,0.427,AC,163800,0,163800,0,0,163800,157500,0,157500,0,0,157500,RN,RESIDEN,7726-05-2077,20 - SNGL FAM SUB
598,Point,1,600, 58   16    4,58-16-0-4-0,58-1-0-78-0,7726-05-1182,1182,1,Parke View,0.413,12/11/2019,<Null>,7726-05-3281,20340,2,Yes,No,12/19/2019,JDW,0, ,0,117204063765192_TRATE, ,3,0.413443, ,656,0, , , , ,-0.000443,0,2022,14335,20340,58-16-0-4-0,7726-05-1182,SNGL FAM SUB,0.413,AC,163800,0,163800,0,0,163800,157500,0,157500,0,0,157500,RN,RESIDEN,7726-05-2077,20 - SNGL FAM SUB
599,Point,1,601, 58   16    3,58-16-0-3-0,58-1-0-78-0,7726-05-2174,2174,1,Parke View,0.407,12/11/2019,<Null>,7726-05-3281,20339,2,Yes,No,12/19/2019,JDW,0, ,0,117204063765192_TRATE, ,3,0.40722, ,656,0, , , , ,-0.00022,0,2022,14336,20339,58-16-0-3-0,7726-05-2174,SNGL FAM SUB,0.407,AC,163800,0,163800,465500,0,629300,157500,0,157500,446000,0,603500,RN,RESIDEN,7726-05-4109,20 - SNGL FAM SUB
600,Point,1,602, 58   16    2,58-16-0-2-0,58-1-0-78-0,7726-05-3166,3166,1,Parke View,0.423,12/11/2019,<Null>,7726-05-3281,20338,2,Yes,No,12/19/2019,JDW,0, ,0,117204063765192_TRATE, ,3,0.422601, ,656,0, , , , ,0.000399,0,2022,14337,20338,58-16-0-2-0,7726-05-3166,SNGL FAM SUB,0.423,AC,163800,0,163800,0,0,163800,157500,0,157500,0,0,157500,RN,RESIDEN,7726-05-4109,20 - SNGL FAM SUB
601,Point,1,603, 40   7    3,40-7-0-3-0,40-1-0-24-0,6736-18-9689,9689,1, ,7.58,12/6/2019,<Null>, ,14407,2,No,No,12/19/2019,JDW,0, ,0,116316243768981_TRATE, ,5,7.581022, ,662,23063, , , , ,-0.001022,0,2022,14338,14407,40-7-0-3-0,6736-18-9689,SNGL FAM SUB,7.58,AC,88400,0,88400,164500,10500,263400,86800,0,86800,143100,10400,240300,A1,AG/GEN,6736-19-6071,50 - AG 20-100 AC
602,Point,1,604, 40   7    2,40-7-0-2-0,40-1-0-24-0,6736-19-8315,8315,1, ,5.71,12/6/2019,<Null>, ,20436,2,No,No,12/19/2019,JDW,0, ,0,116316243768981_TRATE, ,5,5.711452, ,662,23063, , , , ,-0.001452,0,2022,14339,20436,40-7-0-2-0,6736-19-8315,SNGL FAM SUB,5.71,AC,72600,0,72600,283900,0,356500,71300,0,71300,248800,0,320100,A1,AG/GEN,6736-19-6071,50 - AG 20-100 AC
603,Point,1,605,15   4     4TW,15-4-0-4-TW,15-4-0-4-0,5880-30-6020-9998,6020,1, ,0,12/19/2019,<Null>,5880-30-6121-99,20441,2,No,No,1/3/2020,JDW,0, ,0,115836283800119_TRATE, ,4,0.195134, ,644,23038, , , , ,-0.195134,0,2022,14340,20441,15-4-0-4-TW,5880-30-6020-9998,COMM & IND,0,AC,0,0,0,0,115200,115200,0,0,0,0,108700,108700,A1,AG/GEN,5880-30-6084-9999,40 - COMM & IND
604,Point,1,606, 40   4     B,40-4-0-B-0,40-4-0-B-0,6737-53-7596,7596,1, ,5.502,12/31/2005,<Null>,6737-53-6669,2287,2,No,No,8/4/2020,JDW,0, ,0,116357953773573_TRATE, ,5,5.507749, ,662,23063, , , , ,-0.005749,0,2022,14347,2287,40-4-0-B-0,6737-53-7596,SNGL FAM SUB,5.502,AC,78700,0,78700,0,0,78700,77300,0,77300,0,0,77300,A1,AG/GEN,6737-63-0450,20 - SNGL FAM SUB
605,Point,1,607, 40   4     B3,40-4-0-B-3,40-4-0-B-3,6737-63-1362,1362,1, ,3.261,12/31/2005,<Null>,6737-63-0450,15022,2,No,No,12/10/2010,JDW,0, ,0,116362173773235_TRATE, ,5,3.261439, ,662,23063, , , , ,-0.000439,0,2022,14348,15022,40-4-0-B-3,6737-63-1362,SNGL FAM SUB,3.261,AC,63900,0,63900,451000,0,514900,62700,0,62700,377300,0,440000,A1,AG/GEN,6737-63-0450,20 - SNGL FAM SUB
606,Point,1,608,20   5     C2,20-5-0-C-2,20-5-0-C-0,6840-18-7395,7395,1, ,0,1/10/2020,<Null>, ,20446,5,No,No,1/10/2020,JDW,0, ,0,116426113808244_TRATE, ,6,0.023141, ,646,23153, , , , ,-0.023141,0,2022,14351,20446,20-5-0-C-2,6840-18-7395,AG 20-100 AC,0,AC,0,0,0,7700,0,7700,0,0,0,7300,0,7300,A1,AG/GEN,6840-28-6521,50 - AG 20-100 AC
607,Point,1,609, 57  18     2A,57-18-0-2-A,57-18-0-2-0,7715-03-1005, ,1, ,0,9/10/1975,<Null>, ,19174,2,No,No,<Null>, ,0, ,0,117105643753033_TRATE, ,1,0.065348,CEMETERY,667,0, , , , ,-0.065348,0,2022,14376,19174,57-18-0-2-A,7715-03-1005,Cemetery,0,<Null>,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,7715-03-3050,20 - SNGL FAM SUB
608,Point,1,610, 12   1    31,12-1-0-31-0,12-1-0-31-0,6821-93-8695, ,1, ,6.429,6/13/1985,<Null>, ,5344,2,No,No,2/5/2020,JDW,0, ,0,116298913813658_TRATE, ,6,6.625828, ,645,0, , , , ,-0.196828,0,2022,14378,5344,12-1-0-31-0,6821-93-8695,SNGL FAM SUB,6.429,AC,76100,0,76100,0,0,76100,76400,0,76400,0,0,76400,A1,AG/GEN,6821-93-8695,20 - SNGL FAM SUB
609,Point,1,611, 12   1    31B,12-1-0-31-B,12-1-0-31-0,6831-03-0613, ,1, ,0.001,6/13/1985,<Null>, ,10385,7,No,No,2/5/2020,JDW,0, ,0,116300183813634_TRATE, ,6,0.063777,CEMETERY,645,0, , , , ,-0.062777,0,2022,14379,10385,12-1-0-31-B,6831-03-0613,Cemetery,0.001,AC,100,0,100,0,0,100,100,0,100,0,0,100,A1,AG/GEN,6821-93-8695,20 - SNGL FAM SUB
